Crop_Type,Crop_Stage,Season,Temperature_C,Humidity_pct,Disease_Risk_Label
Sugarcane,Vegetative,Zaid,23.1,55.5,Healthy_Low_Risk
Cotton,Flowering,Kharif,26.4,91.3,Healthy_Low_Risk
Rice,Yielding,Zaid,22.8,88.3,Healthy_Low_Risk
Rice,Vegetative,Zaid,26.4,92.5,High_Risk_Rice_Blast
Cotton,Flowering,Rabi,35.3,55.9,High_Risk_Whitefly
Cotton,Vegetative,Zaid,34.0,61.1,Healthy_Low_Risk
Cotton,Vegetative,Zaid,25.6,63.5,Healthy_Low_Risk
Cotton,Yielding,Rabi,35.6,65.9,Healthy_Low_Risk
Cotton,Vegetative,Rabi,25.1,77.8,Healthy_Low_Risk
Rice,Vegetative,Rabi,32.4,42.4,Healthy_Low_Risk
Cotton,Vegetative,Zaid,29.8,61.3,Healthy_Low_Risk
Maize,Yielding,Kharif,32.5,74.7,Healthy_Low_Risk
Cotton,Flowering,Zaid,26.3,54.5,Healthy_Low_Risk
Groundnut,Yielding,Zaid,35.9,48.4,Healthy_Low_Risk
Cotton,Yielding,Rabi,25.4,42.1,Healthy_Low_Risk
Rice,Flowering,Zaid,31.3,77.3,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,38.9,89.3,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,27.4,41.7,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,36.1,81.1,Healthy_Low_Risk
Groundnut,Flowering,Rabi,31.1,66.2,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,31.0,89.6,Healthy_Low_Risk
Maize,Yielding,Kharif,37.8,93.1,Healthy_Low_Risk
Cotton,Flowering,Rabi,33.6,60.0,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,32.3,91.3,High_Risk_Tikka_Disease
Maize,Flowering,Rabi,28.9,71.7,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,31.5,48.9,Healthy_Low_Risk
Cotton,Flowering,Zaid,25.3,97.0,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,30.7,72.1,Healthy_Low_Risk
Rice,Yielding,Rabi,31.9,80.2,Healthy_Low_Risk
Maize,Vegetative,Zaid,31.1,57.2,Healthy_Low_Risk
Rice,Yielding,Kharif,33.2,97.7,High_Risk_Bacterial_Blight
Groundnut,Vegetative,Rabi,34.2,87.4,High_Risk_Tikka_Disease
Sugarcane,Vegetative,Rabi,31.4,81.3,Healthy_Low_Risk
Cotton,Yielding,Zaid,28.4,96.1,Healthy_Low_Risk
Rice,Flowering,Zaid,38.2,46.2,Healthy_Low_Risk
Maize,Flowering,Zaid,32.8,79.8,Healthy_Low_Risk
Groundnut,Flowering,Kharif,23.8,86.8,Healthy_Low_Risk
Groundnut,Flowering,Rabi,24.2,68.4,Healthy_Low_Risk
Cotton,Vegetative,Rabi,29.3,63.3,Healthy_Low_Risk
Cotton,Yielding,Zaid,31.2,47.4,Healthy_Low_Risk
Rice,Vegetative,Zaid,27.9,96.3,High_Risk_Rice_Blast
Cotton,Flowering,Zaid,22.2,78.2,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,32.2,74.8,Healthy_Low_Risk
Rice,Vegetative,Zaid,34.9,57.9,Healthy_Low_Risk
Rice,Vegetative,Kharif,39.2,48.4,Healthy_Low_Risk
Cotton,Vegetative,Kharif,37.6,77.5,Healthy_Low_Risk
Groundnut,Flowering,Rabi,31.5,65.8,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,30.7,94.8,Healthy_Low_Risk
Rice,Yielding,Rabi,32.9,91.4,High_Risk_Bacterial_Blight
Sugarcane,Vegetative,Kharif,32.6,91.7,High_Risk_Red_Rot
Cotton,Vegetative,Zaid,38.0,71.0,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,30.8,83.0,Healthy_Low_Risk
Cotton,Flowering,Zaid,24.2,81.4,Healthy_Low_Risk
Groundnut,Flowering,Rabi,27.3,74.3,Healthy_Low_Risk
